tag,x,y,direction
blue,214.0,-6.0,0
blue,216.0,221.0,0
blue,217.0,161.0,0
blue,218.0,162.0,0
blue,218.0,191.0,0
blue,218.0,222.0,0
blue,219.0,6.0,0
blue,220.0,159.0,0
blue,223.0,14.0,0
blue,223.0,190.0,0
blue,223.0,221.0,0
blue,225.0,13.0,0
blue,225.0,158.0,0
blue,228.0,190.0,0
blue,228.0,220.0,0
blue,229.0,14.0,0
blue,230.0,157.0,0
blue,232.0,219.0,0
blue,234.0,14.0,0
blue,235.0,156.0,0
blue,235.0,217.0,0
blue,237.0,16.0,0
blue,237.0,196.0,0
blue,237.0,214.0,0
blue,240.0,198.0,0
blue,242.0,201.0,0
blue,243.0,153.0,0
blue,243.0,205.0,0
blue,244.0,24.0,0
blue,245.0,153.0,0
blue,246.0,27.0,0
blue,249.0,41.0,0
blue,250.0,152.0,0
blue,254.0,59.0,0
blue,255.0,75.0,0
blue,255.0,151.0,0
blue,257.0,67.0,0
blue,260.0,90.0,0
blue,260.0,150.0,0
blue,265.0,103.0,0
blue,269.0,144.0,0
blue,270.0,115.0,0
blue,272.0,142.0,0
blue,274.0,139.0,0
blue,275.0,130.0,0
blue,275.0,135.0,0
yellow,-36.0,213.0,0
yellow,-35.0,216.0,0
yellow,-31.0,215.0,0
yellow,-30.0,216.0,0
yellow,-22.0,-30.0,0
yellow,-21.0,-24.0,0
yellow,-20.0,-20.0,0
yellow,-19.0,-32.0,0
yellow,-18.0,-17.0,0
yellow,-16.0,-34.0,0
yellow,-16.0,-14.0,0
yellow,-15.0,-15.0,0
yellow,-15.0,209.0,0
yellow,-13.0,-12.0,0
yellow,-12.0,-35.0,0
yellow,-12.0,-13.0,0
yellow,-11.0,121.0,0
yellow,-11.0,210.0,0
yellow,-10.0,-10.0,0
yellow,-10.0,123.0,0
yellow,-10.0,163.0,0
yellow,-9.0,165.0,0
yellow,-9.0,167.0,0
yellow,-9.0,171.0,0
yellow,-8.0,119.0,0
yellow,-8.0,169.0,0
yellow,-7.0,-35.0,0
yellow,-7.0,152.0,0
yellow,-6.0,172.0,0
yellow,-6.0,211.0,0
yellow,-4.0,118.0,0
yellow,-2.0,-34.0,0
yellow,-2.0,6.0,0
yellow,-2.0,133.0,0
yellow,-1.0,-34.0,0
yellow,-1.0,212.0,0
yellow,0.0,119.0,0
yellow,1.0,123.0,0
yellow,2.0,179.0,0
yellow,3.0,26.0,0
yellow,4.0,213.0,0
yellow,6.0,180.0,0
yellow,8.0,-31.0,0
yellow,8.0,46.0,0
yellow,9.0,214.0,0
yellow,10.0,179.0,0
yellow,13.0,-30.0,0
yellow,13.0,177.0,0
yellow,14.0,-30.0,0
yellow,14.0,68.0,0
yellow,14.0,87.0,0
yellow,14.0,215.0,0
yellow,15.0,83.0,0
yellow,16.0,71.0,0
yellow,16.0,79.0,0
yellow,17.0,75.0,0
yellow,19.0,114.0,0
yellow,19.0,216.0,0
yellow,20.0,169.0,0
yellow,21.0,165.0,0
yellow,23.0,-27.0,0
yellow,24.0,-27.0,0
yellow,24.0,217.0,0
yellow,28.0,-26.0,0
yellow,29.0,218.0,0
yellow,31.0,219.0,0
yellow,33.0,-24.0,0
yellow,36.0,220.0,0
yellow,37.0,-23.0,0
yellow,41.0,221.0,0
yellow,42.0,-22.0,0
yellow,46.0,222.0,0
yellow,47.0,-22.0,0
yellow,51.0,223.0,0
yellow,52.0,-22.0,0
yellow,56.0,224.0,0
yellow,57.0,-22.0,0
yellow,62.0,-22.0,0
yellow,64.0,224.0,0
yellow,67.0,-22.0,0
yellow,67.0,222.0,0
yellow,70.0,220.0,0
yellow,72.0,-22.0,0
yellow,74.0,219.0,0
yellow,77.0,-22.0,0
yellow,82.0,-22.0,0
yellow,82.0,220.0,0
yellow,84.0,220.0,0
yellow,87.0,-22.0,0
yellow,89.0,221.0,0
yellow,92.0,-22.0,0
yellow,94.0,221.0,0
yellow,97.0,-22.0,0
yellow,99.0,222.0,0
yellow,102.0,-22.0,0
yellow,104.0,222.0,0
yellow,107.0,-22.0,0
yellow,109.0,223.0,0
yellow,112.0,-22.0,0
yellow,114.0,224.0,0
yellow,117.0,-22.0,0
yellow,118.0,223.0,0
yellow,121.0,221.0,0
yellow,122.0,-23.0,0
yellow,124.0,219.0,0
yellow,127.0,-23.0,0
yellow,128.0,218.0,0
yellow,131.0,-22.0,0
yellow,133.0,218.0,0
yellow,134.0,-20.0,0
yellow,137.0,-18.0,0
yellow,138.0,219.0,0
yellow,143.0,219.0,0
yellow,145.0,-20.0,0
yellow,148.0,219.0,0
yellow,150.0,191.0,0
yellow,151.0,-24.0,0
yellow,152.0,183.0,0
yellow,152.0,195.0,0
yellow,153.0,220.0,0
yellow,155.0,181.0,0
yellow,156.0,-24.0,0
yellow,158.0,199.0,0
yellow,158.0,220.0,0
yellow,160.0,202.0,0
yellow,161.0,-24.0,0
yellow,163.0,174.0,0
yellow,163.0,220.0,0
yellow,166.0,-24.0,0
yellow,168.0,173.0,0
yellow,168.0,204.0,0
yellow,168.0,220.0,0
yellow,169.0,221.0,0
yellow,171.0,-24.0,0
yellow,173.0,172.0,0
yellow,173.0,203.0,0
yellow,176.0,-24.0,0
yellow,178.0,171.0,0
yellow,178.0,203.0,0
yellow,178.0,219.0,0
yellow,179.0,172.0,0
yellow,181.0,-25.0,0
yellow,183.0,203.0,0
yellow,183.0,218.0,0
yellow,184.0,171.0,0
yellow,186.0,-25.0,0
yellow,188.0,202.0,0
yellow,188.0,217.0,0
yellow,191.0,-25.0,0
yellow,193.0,169.0,0
yellow,193.0,202.0,0
yellow,193.0,216.0,0
yellow,195.0,-24.0,0
yellow,198.0,-22.0,0
yellow,198.0,168.0,0
yellow,198.0,202.0,0
yellow,198.0,215.0,0
yellow,200.0,-12.0,0
yellow,203.0,167.0,0
yellow,203.0,214.0,0
yellow,204.0,215.0,0
yellow,205.0,-1.0,0
yellow,206.0,199.0,0
yellow,208.0,162.0,0
yellow,208.0,201.0,0
yellow,209.0,163.0,0
yellow,209.0,214.0,0
yellow,210.0,9.0,0
yellow,210.0,159.0,0
yellow,211.0,160.0,0
yellow,213.0,14.0,0
yellow,213.0,201.0,0
yellow,216.0,17.0,0
yellow,217.0,151.0,0
yellow,218.0,201.0,0
yellow,218.0,212.0,0
yellow,223.0,200.0,0
yellow,223.0,211.0,0
yellow,225.0,23.0,0
yellow,225.0,148.0,0
yellow,228.0,200.0,0
yellow,228.0,210.0,0
yellow,229.0,24.0,0
yellow,230.0,147.0,0
yellow,230.0,198.0,0
yellow,232.0,201.0,0
yellow,232.0,209.0,0
yellow,233.0,205.0,0
yellow,234.0,24.0,0
yellow,235.0,146.0,0
yellow,235.0,207.0,0
yellow,236.0,27.0,0
yellow,236.0,146.0,0
yellow,237.0,26.0,0
yellow,240.0,44.0,0
yellow,245.0,62.0,0
yellow,245.0,75.0,0
yellow,245.0,143.0,0
yellow,247.0,67.0,0
yellow,250.0,142.0,0
yellow,251.0,93.0,0
yellow,255.0,141.0,0
yellow,256.0,106.0,0
yellow,260.0,140.0,0
yellow,261.0,120.0,0
yellow,264.0,139.0,0
yellow,265.0,130.0,0
yellow,265.0,135.0,0
car_start,31,-30,0.766845450876
